file,category,year,month,county,metric,value
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,July,Abbeville,Pending first of month,221
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,August,Abbeville,Pending first of month,236
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,September,Abbeville,Pending first of month,232
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,October,Abbeville,Pending first of month,234
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,November,Abbeville,Pending first of month,234
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,December,Abbeville,Pending first of month,240
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,January,Abbeville,Pending first of month,244
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,February,Abbeville,Pending first of month,249
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,March,Abbeville,Pending first of month,246
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,April,Abbeville,Pending first of month,254
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,May,Abbeville,Pending first of month,260
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,June,Abbeville,Pending first of month,257
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,July,Abbeville,Added,30
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,August,Abbeville,Added,21
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,September,Abbeville,Added,19
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,October,Abbeville,Added,21
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,November,Abbeville,Added,18
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,December,Abbeville,Added,19
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,January,Abbeville,Added,23
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,February,Abbeville,Added,16
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,March,Abbeville,Added,25
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,April,Abbeville,Added,23
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,May,Abbeville,Added,14
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,June,Abbeville,Added,28
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,July,Abbeville,Disposed,15
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,August,Abbeville,Disposed,25
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,September,Abbeville,Disposed,16
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,October,Abbeville,Disposed,22
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,November,Abbeville,Disposed,12
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,December,Abbeville,Disposed,15
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,January,Abbeville,Disposed,18
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,February,Abbeville,Disposed,19
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,March,Abbeville,Disposed,17
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,April,Abbeville,Disposed,17
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,May,Abbeville,Disposed,17
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,June,Abbeville,Disposed,21
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,July,Abbeville,Pending end of Month,236
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,August,Abbeville,Pending end of Month,232
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,September,Abbeville,Pending end of Month,235
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,October,Abbeville,Pending end of Month,233
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,November,Abbeville,Pending end of Month,240
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,December,Abbeville,Pending end of Month,244
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,January,Abbeville,Pending end of Month,249
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,February,Abbeville,Pending end of Month,246
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,March,Abbeville,Pending end of Month,254
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,April,Abbeville,Pending end of Month,260
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,May,Abbeville,Pending end of Month,257
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,June,Abbeville,Pending end of Month,264
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,July,Aiken,Pending first of month,898
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,August,Aiken,Pending first of month,890
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,September,Aiken,Pending first of month,882
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,October,Aiken,Pending first of month,890
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,November,Aiken,Pending first of month,912
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,December,Aiken,Pending first of month,930
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,January,Aiken,Pending first of month,930
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,February,Aiken,Pending first of month,941
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,March,Aiken,Pending first of month,943
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,April,Aiken,Pending first of month,939
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,May,Aiken,Pending first of month,938
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,June,Aiken,Pending first of month,941
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,July,Aiken,Added,102
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,August,Aiken,Added,84
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,September,Aiken,Added,88
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,October,Aiken,Added,113
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,November,Aiken,Added,94
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,December,Aiken,Added,93
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,January,Aiken,Added,117
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,February,Aiken,Added,101
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,March,Aiken,Added,112
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,April,Aiken,Added,89
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,May,Aiken,Added,89
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,June,Aiken,Added,109
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,July,Aiken,Disposed,110
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,August,Aiken,Disposed,92
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,September,Aiken,Disposed,80
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,October,Aiken,Disposed,91
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,November,Aiken,Disposed,76
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,December,Aiken,Disposed,93
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,January,Aiken,Disposed,106
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,February,Aiken,Disposed,99
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,March,Aiken,Disposed,116
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,April,Aiken,Disposed,90
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,May,Aiken,Disposed,86
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,June,Aiken,Disposed,103
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,July,Aiken,Pending end of Month,890
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,August,Aiken,Pending end of Month,882
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,September,Aiken,Pending end of Month,890
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,October,Aiken,Pending end of Month,912
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,November,Aiken,Pending end of Month,930
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,December,Aiken,Pending end of Month,930
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,January,Aiken,Pending end of Month,941
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,February,Aiken,Pending end of Month,943
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,March,Aiken,Pending end of Month,939
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,April,Aiken,Pending end of Month,938
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,May,Aiken,Pending end of Month,941
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,June,Aiken,Pending end of Month,947
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,July,Allendale,Pending first of month,57
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,August,Allendale,Pending first of month,61
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,September,Allendale,Pending first of month,65
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,October,Allendale,Pending first of month,58
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,November,Allendale,Pending first of month,55
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,December,Allendale,Pending first of month,56
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,January,Allendale,Pending first of month,56
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,February,Allendale,Pending first of month,55
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,March,Allendale,Pending first of month,53
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,April,Allendale,Pending first of month,52
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,May,Allendale,Pending first of month,58
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,June,Allendale,Pending first of month,58
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,July,Allendale,Added,7
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,August,Allendale,Added,5
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,September,Allendale,Added,0
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,October,Allendale,Added,5
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,November,Allendale,Added,3
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,December,Allendale,Added,5
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,January,Allendale,Added,5
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,February,Allendale,Added,2
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,March,Allendale,Added,2
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,April,Allendale,Added,6
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,May,Allendale,Added,4
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,June,Allendale,Added,5
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,July,Allendale,Disposed,3
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,August,Allendale,Disposed,0
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,September,Allendale,Disposed,7
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,October,Allendale,Disposed,8
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,November,Allendale,Disposed,2
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,December,Allendale,Disposed,5
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,January,Allendale,Disposed,6
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,February,Allendale,Disposed,4
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,March,Allendale,Disposed,3
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,April,Allendale,Disposed,0
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,May,Allendale,Disposed,4
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,June,Allendale,Disposed,6
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,July,Allendale,Pending end of Month,61
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,August,Allendale,Pending end of Month,66
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,September,Allendale,Pending end of Month,58
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,October,Allendale,Pending end of Month,55
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,November,Allendale,Pending end of Month,56
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,December,Allendale,Pending end of Month,56
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,January,Allendale,Pending end of Month,55
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,February,Allendale,Pending end of Month,53
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,March,Allendale,Pending end of Month,52
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,April,Allendale,Pending end of Month,58
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,May,Allendale,Pending end of Month,58
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,June,Allendale,Pending end of Month,57
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,July,Anderson,Pending first of month,1511
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,August,Anderson,Pending first of month,1545
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,September,Anderson,Pending first of month,1538
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,October,Anderson,Pending first of month,1546
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,November,Anderson,Pending first of month,1541
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,December,Anderson,Pending first of month,1574
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,January,Anderson,Pending first of month,1605
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,February,Anderson,Pending first of month,1620
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,March,Anderson,Pending first of month,1624
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,April,Anderson,Pending first of month,1641
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,May,Anderson,Pending first of month,1670
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,June,Anderson,Pending first of month,1678
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,July,Anderson,Added,139
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,August,Anderson,Added,117
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,September,Anderson,Added,103
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,October,Anderson,Added,109
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,November,Anderson,Added,93
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,December,Anderson,Added,116
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,January,Anderson,Added,121
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,February,Anderson,Added,132
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,March,Anderson,Added,142
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,April,Anderson,Added,129
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,May,Anderson,Added,92
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,June,Anderson,Added,113
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,July,Anderson,Disposed,105
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,August,Anderson,Disposed,124
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,September,Anderson,Disposed,95
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,October,Anderson,Disposed,114
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,November,Anderson,Disposed,60
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,December,Anderson,Disposed,85
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,January,Anderson,Disposed,106
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,February,Anderson,Disposed,128
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,March,Anderson,Disposed,125
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,April,Anderson,Disposed,100
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,May,Anderson,Disposed,84
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,June,Anderson,Disposed,100
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,July,Anderson,Pending end of Month,1545
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,August,Anderson,Pending end of Month,1538
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,September,Anderson,Pending end of Month,1546
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,October,Anderson,Pending end of Month,1541
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,November,Anderson,Pending end of Month,1574
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,December,Anderson,Pending end of Month,1605
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,January,Anderson,Pending end of Month,1620
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,February,Anderson,Pending end of Month,1624
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,March,Anderson,Pending end of Month,1641
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,April,Anderson,Pending end of Month,1670
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,May,Anderson,Pending end of Month,1678
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,June,Anderson,Pending end of Month,1691
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,July,Bamberg,Pending first of month,131
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,August,Bamberg,Pending first of month,128
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,September,Bamberg,Pending first of month,128
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,October,Bamberg,Pending first of month,129
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,November,Bamberg,Pending first of month,136
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,December,Bamberg,Pending first of month,128
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,January,Bamberg,Pending first of month,128
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,February,Bamberg,Pending first of month,129
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,March,Bamberg,Pending first of month,129
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,April,Bamberg,Pending first of month,138
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,May,Bamberg,Pending first of month,136
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,June,Bamberg,Pending first of month,128
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,July,Bamberg,Added,12
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,August,Bamberg,Added,15
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,September,Bamberg,Added,15
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,October,Bamberg,Added,15
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,November,Bamberg,Added,10
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,December,Bamberg,Added,11
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,January,Bamberg,Added,11
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,February,Bamberg,Added,19
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,March,Bamberg,Added,19
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,April,Bamberg,Added,9
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,May,Bamberg,Added,9
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,June,Bamberg,Added,11
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,July,Bamberg,Disposed,15
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,August,Bamberg,Disposed,15
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,September,Bamberg,Disposed,15
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,October,Bamberg,Disposed,8
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,November,Bamberg,Disposed,9
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,December,Bamberg,Disposed,9
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,January,Bamberg,Disposed,9
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,February,Bamberg,Disposed,17
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,March,Bamberg,Disposed,17
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,April,Bamberg,Disposed,11
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,May,Bamberg,Disposed,14
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,June,Bamberg,Disposed,9
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,July,Bamberg,Pending end of Month,128
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,August,Bamberg,Pending end of Month,128
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,September,Bamberg,Pending end of Month,128
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,October,Bamberg,Pending end of Month,136
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,November,Bamberg,Pending end of Month,137
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,December,Bamberg,Pending end of Month,130
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,January,Bamberg,Pending end of Month,130
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,February,Bamberg,Pending end of Month,131
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,March,Bamberg,Pending end of Month,131
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,April,Bamberg,Pending end of Month,136
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,May,Bamberg,Pending end of Month,131
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,June,Bamberg,Pending end of Month,130
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,July,Barnwell,Pending first of month,266
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,August,Barnwell,Pending first of month,263
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,September,Barnwell,Pending first of month,268
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,October,Barnwell,Pending first of month,268
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,November,Barnwell,Pending first of month,261
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,December,Barnwell,Pending first of month,269
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,January,Barnwell,Pending first of month,267
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,February,Barnwell,Pending first of month,271
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,March,Barnwell,Pending first of month,272
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,April,Barnwell,Pending first of month,279
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,May,Barnwell,Pending first of month,271
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,June,Barnwell,Pending first of month,270
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,July,Barnwell,Added,11
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,August,Barnwell,Added,14
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,September,Barnwell,Added,17
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,October,Barnwell,Added,14
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,November,Barnwell,Added,16
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,December,Barnwell,Added,9
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,January,Barnwell,Added,16
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,February,Barnwell,Added,14
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,March,Barnwell,Added,22
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,April,Barnwell,Added,10
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,May,Barnwell,Added,15
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,June,Barnwell,Added,15
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,July,Barnwell,Disposed,14
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,August,Barnwell,Disposed,9
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,September,Barnwell,Disposed,17
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,October,Barnwell,Disposed,21
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,November,Barnwell,Disposed,8
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,December,Barnwell,Disposed,11
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,January,Barnwell,Disposed,12
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,February,Barnwell,Disposed,13
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,March,Barnwell,Disposed,15
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,April,Barnwell,Disposed,18
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,May,Barnwell,Disposed,16
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,June,Barnwell,Disposed,16
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,July,Barnwell,Pending end of Month,263
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,August,Barnwell,Pending end of Month,268
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,September,Barnwell,Pending end of Month,268
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,October,Barnwell,Pending end of Month,261
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,November,Barnwell,Pending end of Month,269
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,December,Barnwell,Pending end of Month,267
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,January,Barnwell,Pending end of Month,271
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,February,Barnwell,Pending end of Month,272
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,March,Barnwell,Pending end of Month,279
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,April,Barnwell,Pending end of Month,271
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,May,Barnwell,Pending end of Month,270
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,June,Barnwell,Pending end of Month,269
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,July,Beaufort,Pending first of month,846
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,August,Beaufort,Pending first of month,867
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,September,Beaufort,Pending first of month,871
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,October,Beaufort,Pending first of month,886
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,November,Beaufort,Pending first of month,897
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,December,Beaufort,Pending first of month,904
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,January,Beaufort,Pending first of month,916
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,February,Beaufort,Pending first of month,916
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,March,Beaufort,Pending first of month,926
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,April,Beaufort,Pending first of month,927
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,May,Beaufort,Pending first of month,933
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2009,June,Beaufort,Pending first of month,937
estate_monthly_caseload_2008_to_2009.xlsx,Estate,2008,July,Beaufort,Added,126
